Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Other services,SG01RSC04B01RS2,2021Q1,0.0185734,1191.152
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q1,0.0797251,5406.891
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q2,0.0428705,2447.193
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q2,0.0047384,416.593
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q2,0.0089120,676.860
Industry groups,Mining,SG01RSC04B01BB1,2021Q2,0.0056497,579.422
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q2,0.0330291,1905.405
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q2,0.0020688,151.171
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q2,0.0070267,582.229
Industry groups,Printing,SG01RSC04B01CC4,2021Q2,0.0017323,137.749
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q2,0.0158210,887.029
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q2,0.0036106,312.434
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q2,0.0103284,703.947
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q2,0.0186338,1371.798
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q2,0.0024804,207.543
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q2,0.0260527,1759.766
Industry groups,Construction,SG01RSC04B01EE1,2021Q2,0.0706506,4830.981
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q2,0.0487326,3521.414
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q2,0.0467705,3661.207
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q2,0.0177527,1615.848
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q2,0.0359484,2548.527
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q2,0.0225355,2719.981
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q2,0.0553951,3738.292
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q2,0.0756685,4207.680
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q2,0.0777405,5043.468
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q2,0.0859166,6222.031
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q2,0.0169040,1375.758
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q2,0.0048470,360.432
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q2,0.0385752,2749.418
Industry groups,Education and training,SG01RSC04B01PP1,2021Q2,0.0443707,2491.758
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q2,0.0648861,4146.980
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q2,0.0120532,956.849
Industry groups,Other services,SG01RSC04B01RS2,2021Q2,0.0185734,1229.148
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q2,0.0797251,5147.336
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q3,0.0428705,2366.339
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q3,0.0047384,395.688
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q3,0.0089120,654.447
Industry groups,Mining,SG01RSC04B01BB1,2021Q3,0.0056497,536.147
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q3,0.0330291,1846.656
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q3,0.0020688,131.314
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q3,0.0070267,509.067
Industry groups,Printing,SG01RSC04B01CC4,2021Q3,0.0017323,126.559
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q3,0.0158210,832.861
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q3,0.0036106,243.780
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q3,0.0103284,614.893
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q3,0.0186338,1239.998
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q3,0.0024804,180.987
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q3,0.0260527,1754.121
Industry groups,Construction,SG01RSC04B01EE1,2021Q3,0.0706506,4364.121
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q3,0.0487326,3448.395
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q3,0.0467705,3357.440
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q3,0.0177527,1188.246
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q3,0.0359484,2438.745
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q3,0.0225355,2647.992
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q3,0.0553951,3755.259
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q3,0.0756685,4166.718
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q3,0.0777405,5115.576
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q3,0.0859166,6218.573
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q3,0.0169040,1283.601
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q3,0.0048470,368.945
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q3,0.0385752,2790.396
Industry groups,Education and training,SG01RSC04B01PP1,2021Q3,0.0443707,2370.881
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q3,0.0648861,4151.991
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q3,0.0120532,797.772
Industry groups,Other services,SG01RSC04B01RS2,2021Q3,0.0185734,1072.861
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q3,0.0797251,4876.968
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q4,0.0428705,2293.248
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q4,0.0047384,392.066
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q4,0.0089120,652.989
Industry groups,Mining,SG01RSC04B01BB1,2021Q4,0.0056497,570.961
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q4,0.0330291,1809.982
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q4,0.0020688,156.300
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q4,0.0070267,594.494
Industry groups,Printing,SG01RSC04B01CC4,2021Q4,0.0017323,136.068
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q4,0.0158210,845.277
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q4,0.0036106,317.529
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q4,0.0103284,710.942
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q4,0.0186338,1412.867
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q4,0.0024804,200.711
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q4,0.0260527,1763.857
Industry groups,Construction,SG01RSC04B01EE1,2021Q4,0.0706506,4708.908
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q4,0.0487326,3632.736
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q4,0.0467705,3730.471
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q4,0.0177527,1223.855
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q4,0.0359484,2498.904
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q4,0.0225355,2750.284
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q4,0.0553951,3760.424
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q4,0.0756685,4206.321
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q4,0.0777405,5160.611
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q4,0.0859166,6696.910
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q4,0.0169040,1294.339
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q4,0.0048470,374.376
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q4,0.0385752,2844.746
Industry groups,Education and training,SG01RSC04B01PP1,2021Q4,0.0443707,2341.078
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q4,0.0648861,4334.603
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q4,0.0120532,766.559
Industry groups,Other services,SG01RSC04B01RS2,2021Q4,0.0185734,1173.615
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q4,0.0797251,5091.529
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q1,0.0428705,2303.366
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q1,0.0047384,385.522
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q1,0.0089120,628.560
Industry groups,Mining,SG01RSC04B01BB1,2022Q1,0.0056497,530.431
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q1,0.0330291,1797.824
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q1,0.0020688,145.215
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q1,0.0070267,577.928
Industry groups,Printing,SG01RSC04B01CC4,2022Q1,0.0017323,136.194
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q1,0.0158210,861.289
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q1,0.0036106,319.194
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q1,0.0103284,719.133
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q1,0.0186338,1369.834
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q1,0.0024804,203.175
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q1,0.0260527,1774.210
Industry groups,Construction,SG01RSC04B01EE1,2022Q1,0.0706506,4738.451
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q1,0.0487326,3669.604
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q1,0.0467705,3623.654
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q1,0.0177527,1239.690
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q1,0.0359484,2413.224
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q1,0.0225355,2690.205
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q1,0.0553951,3751.391
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q1,0.0756685,4190.543
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q1,0.0777405,5204.756
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q1,0.0859166,6722.710
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q1,0.0169040,1343.988
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q1,0.0048470,375.595
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q1,0.0385752,2843.291
Industry groups,Education and training,SG01RSC04B01PP1,2022Q1,0.0443707,2383.357
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q1,0.0648861,4452.722
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q1,0.0120532,776.141
Industry groups,Other services,SG01RSC04B01RS2,2022Q1,0.0185734,1169.509
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q1,0.0797251,5104.768
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q2,0.0428705,2313.391
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q2,0.0047384,387.043
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q2,0.0089120,642.992
Industry groups,Mining,SG01RSC04B01BB1,2022Q2,0.0056497,478.602
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q2,0.0330291,1860.301
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q2,0.0020688,148.961
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q2,0.0070267,579.500
Industry groups,Printing,SG01RSC04B01CC4,2022Q2,0.0017323,143.910
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q2,0.0158210,490.619
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q2,0.0036106,312.500
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q2,0.0103284,691.362
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q2,0.0186338,1341.977
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q2,0.0024804,195.125
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q2,0.0260527,1766.178
Industry groups,Construction,SG01RSC04B01EE1,2022Q2,0.0706506,4640.969
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q2,0.0487326,3759.712
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q2,0.0467705,3522.125
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q2,0.0177527,1563.935
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q2,0.0359484,2743.598
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q2,0.0225355,2727.602
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q2,0.0553951,3863.581
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q2,0.0756685,4183.451
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q2,0.0777405,5247.018
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q2,0.0859166,6681.212
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q2,0.0169040,1413.872
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q2,0.0048470,381.315
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q2,0.0385752,2877.006
Industry groups,Education and training,SG01RSC04B01PP1,2022Q2,0.0443707,2391.484
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q2,0.0648861,4440.604
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q2,0.0120532,935.151
Industry groups,Other services,SG01RSC04B01RS2,2022Q2,0.0185734,1185.735
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q2,0.0797251,5272.740
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q3,0.0428705,2271.089
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q3,0.0047384,381.239
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q3,0.0089120,622.413
Industry groups,Mining,SG01RSC04B01BB1,2022Q3,0.0056497,512.112
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q3,0.0330291,1886.219
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q3,0.0020688,147.045
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q3,0.0070267,566.730
Industry groups,Printing,SG01RSC04B01CC4,2022Q3,0.0017323,144.337
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q3,0.0158210,444.587
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q3,0.0036106,312.351
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q3,0.0103284,694.122
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q3,0.0186338,1366.690
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q3,0.0024804,198.302
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q3,0.0260527,1820.744
Industry groups,Construction,SG01RSC04B01EE1,2022Q3,0.0706506,4892.162
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q3,0.0487326,3763.142
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q3,0.0467705,3515.942
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q3,0.0177527,1463.120
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q3,0.0359484,2950.681
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q3,0.0225355,2786.957
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q3,0.0553951,3931.707
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q3,0.0756685,4197.471
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q3,0.0777405,5292.671
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q3,0.0859166,6781.164
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q3,0.0169040,1510.806
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q3,0.0048470,389.927
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q3,0.0385752,2860.283
