hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw,,,
Expenditure quintile 5 (high),2020,expq5,8,Communication,Communication,group,8,Communication,Communication,2.7,59.1,34.5,,,
Expenditure quintile 5 (high),2020,expq5,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,4,2.3,,,
Expenditure quintile 5 (high),2020,expq5,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.6,13.2,7.7,,,
Expenditure quintile 5 (high),2020,expq5,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,1.9,41.9,24.5,,,
Expenditure quintile 5 (high),2020,expq5,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,9.9,218.2,127.3,,,
Expenditure quintile 5 (high),2020,expq5,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.9,20.8,12.1,,,
Expenditure quintile 5 (high),2020,expq5,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.4,9,5.2,,,
Expenditure quintile 5 (high),2020,expq5,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,3.1,67.3,39.3,,,
Expenditure quintile 5 (high),2020,expq5,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,3.1,68.4,39.9,,,
Expenditure quintile 5 (high),2020,expq5,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.7,14.8,8.6,,,
Expenditure quintile 5 (high),2020,expq5,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,1.7,37.9,22.1,,,
Expenditure quintile 5 (high),2020,expq5,10,Education,Education,group,10,Education,Education,1.5,33.9,19.8,,,
Expenditure quintile 5 (high),2020,expq5,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.6,12.8,7.5,,,
Expenditure quintile 5 (high),2020,expq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.5,11.5,6.7,,,
Expenditure quintile 5 (high),2020,expq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,8.5,4.9,,,
Expenditure quintile 5 (high),2020,expq5,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,1.2,0.7,,,
Expenditure quintile 5 (high),2020,expq5,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,10.8,238.3,139,,,
Expenditure quintile 5 (high),2020,expq5,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.8,62.5,36.5,,,
Expenditure quintile 5 (high),2020,expq5,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,14.7,8.6,,,
Expenditure quintile 5 (high),2020,expq5,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,6.2,136,79.3,,,
Expenditure quintile 5 (high),2020,expq5,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,3.4,2,,,
Expenditure quintile 5 (high),2020,expq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,1,21.6,12.6,,,
Expenditure quintile 5 (high),2020,expq5,13,Other expenditure,Interest,group,13,Other expenditure,Interest,9.1,200.2,116.8,,,
Expenditure quintile 5 (high),2020,expq5,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,9.1,200.2,116.8,,,
Expenditure quintile 5 (high),2020,expq5,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,4.9,107.81,62.88,,,
Expenditure quintile 5 (high),2020,expq5,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,2.9,64.36,37.53,,,
Expenditure quintile 5 (high),2020,expq5,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,2.4,52.47,30.6,,,
Expenditure quintile 5 (high),2020,expq5,07.2.02,Petrol,Petrol,class,7,Transport,Transport,3.3,73.67,42.97,,,
Income quintile 1 (low),2020,disq1,1,Food,Food,group,1,Food,Food,20.9,117.3,80.3,,,
Income quintile 1 (low),2020,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.2,17.7,12.1,,,
Income quintile 1 (low),2020,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.5,19.7,13.5,,,
Income quintile 1 (low),2020,disq1,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.8,49.2,33.7,,,
Income quintile 1 (low),2020,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2,11.3,7.8,,,
Income quintile 1 (low),2020,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.4,19.3,13.2,,,
Income quintile 1 (low),2020,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6,33.6,23,,,
Income quintile 1 (low),2020,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.3,12.9,8.8,,,
Income quintile 1 (low),2020,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.7,20.7,14.2,,,
Income quintile 1 (low),2020,disq1,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,1.9,10.9,7.5,,,
Income quintile 1 (low),2020,disq1,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,1.8,9.9,6.8,,,
Income quintile 1 (low),2020,disq1,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.2,1.1,0.7,,,
Income quintile 1 (low),2020,disq1,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,31.3,175.8,120.4,,,
Income quintile 1 (low),2020,disq1,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,16.1,90.6,62,,,
Income quintile 1 (low),2020,disq1,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.5,8.6,5.9,,,
Income quintile 1 (low),2020,disq1,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,5.9,33.2,22.7,,,
Income quintile 1 (low),2020,disq1,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,7.7,43.4,29.7,,,
Income quintile 1 (low),2020,disq1,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.8,21.1,14.4,,,
Income quintile 1 (low),2020,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.9,5,3.4,,,
Income quintile 1 (low),2020,disq1,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.3,1.9,1.3,,,
Income quintile 1 (low),2020,disq1,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.9,5,3.4,,,
Income quintile 1 (low),2020,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,1,0.7,,,
Income quintile 1 (low),2020,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,2,1.4,,,
Income quintile 1 (low),2020,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.1,6.2,4.2,,,
Income quintile 1 (low),2020,disq1,6,Health,Health,group,6,Health,Health,3.1,17.6,12,,,
Income quintile 1 (low),2020,disq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.4,7.6,5.2,,,
Income quintile 1 (low),2020,disq1,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.8,10,6.8,,,
Income quintile 1 (low),2020,disq1,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0,0,,,
Income quintile 1 (low),2020,disq1,7,Transport,Transport,group,7,Transport,Transport,9.4,52.6,36,,,
Income quintile 1 (low),2020,disq1,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.1,11.6,8,,,
Income quintile 1 (low),2020,disq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.1,34.4,23.6,,,
Income quintile 1 (low),2020,disq1,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.2,6.6,4.5,,,
Income quintile 1 (low),2020,disq1,8,Communication,Communication,group,8,Communication,Communication,4.1,22.8,15.6,,,
Income quintile 1 (low),2020,disq1,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.5,0.4,,,
Income quintile 1 (low),2020,disq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,1.1,0.8,,,
Income quintile 1 (low),2020,disq1,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.8,21.1,14.5,,,
Income quintile 1 (low),2020,disq1,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,6.3,35.2,24.1,,,
Income quintile 1 (low),2020,disq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.6,3.3,2.3,,,
Income quintile 1 (low),2020,disq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,0.9,0.6,,,
Income quintile 1 (low),2020,disq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.7,9.5,6.5,,,
Income quintile 1 (low),2020,disq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.3,12.9,8.9,,,
Income quintile 1 (low),2020,disq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1,5.9,4,,,
Income quintile 1 (low),2020,disq1,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.5,2.6,1.8,,,
Income quintile 1 (low),2020,disq1,10,Education,Education,group,10,Education,Education,1.1,6,4.1,,,
Income quintile 1 (low),2020,disq1,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.3,1.5,1,,,
Income quintile 1 (low),2020,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,1.2,0.8,,,
Income quintile 1 (low),2020,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.6,3.1,2.2,,,
Income quintile 1 (low),2020,disq1,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.1,0.1,,,
Income quintile 1 (low),2020,disq1,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,8.7,48.5,33.2,,,
Income quintile 1 (low),2020,disq1,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.9,10.9,7.5,,,
Income quintile 1 (low),2020,disq1,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,2.2,1.5,,,
Income quintile 1 (low),2020,disq1,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.6,31.3,21.4,,,
Income quintile 1 (low),2020,disq1,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1,0.7,,,
Income quintile 1 (low),2020,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,3.1,2.1,,,
Income quintile 1 (low),2020,disq1,13,Other expenditure,Interest,group,13,Other expenditure,Interest,3.5,19.6,13.4,,,
Income quintile 1 (low),2020,disq1,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,3.5,19.6,13.4,,,
Income quintile 1 (low),2020,disq1,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,16.1,90.55,62,,,
Income quintile 1 (low),2020,disq1,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,5.3,29.52,20.22,,,
Income quintile 1 (low),2020,disq1,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,7,39.5,27.05,,,
Income quintile 1 (low),2020,disq1,07.2.02,Petrol,Petrol,class,7,Transport,Transport,3.6,20.13,13.79,,,
Income quintile 2,2020,disq2,1,Food,Food,group,1,Food,Food,20.7,158.2,93.6,,,
Income quintile 2,2020,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.9,22.3,13.2,,,
Income quintile 2,2020,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.3,24.9,14.7,,,
Income quintile 2,2020,disq2,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.1,62.2,36.8,,,
Income quintile 2,2020,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.1,16.2,9.6,,,
Income quintile 2,2020,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,4.3,32.6,19.3,,,
Income quintile 2,2020,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.3,48.5,28.7,,,
Income quintile 2,2020,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.1,23.9,14.1,,,
Income quintile 2,2020,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.2,24.6,14.5,,,
Income quintile 2,2020,disq2,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.7,21,12.4,,,
Income quintile 2,2020,disq2,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.4,18.3,10.8,,,
Income quintile 2,2020,disq2,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.4,2.8,1.6,,,
Income quintile 2,2020,disq2,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,29.5,225.6,133.5,,,
Income quintile 2,2020,disq2,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,16.9,129.4,76.6,,,
Income quintile 2,2020,disq2,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.7,12.9,7.6,,,
Income quintile 2,2020,disq2,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.8,36.5,21.6,,,
Income quintile 2,2020,disq2,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,6.1,46.9,27.7,,,
Income quintile 2,2020,disq2,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.2,32.2,19,,,
Income quintile 2,2020,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.3,10.2,6,,,
Income quintile 2,2020,disq2,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,2.9,1.7,,,
Income quintile 2,2020,disq2,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,6,3.6,,,
Income quintile 2,2020,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.4,2.9,1.7,,,
Income quintile 2,2020,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,2.9,1.7,,,
Income quintile 2,2020,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,7.3,4.3,,,
Income quintile 2,2020,disq2,6,Health,Health,group,6,Health,Health,3.1,24,14.2,,,
Income quintile 2,2020,disq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.9,7,4.1,,,
Income quintile 2,2020,disq2,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.1,16,9.5,,,
Income quintile 2,2020,disq2,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.1,1,0.6,,,
Income quintile 2,2020,disq2,7,Transport,Transport,group,7,Transport,Transport,10.2,78.1,46.2,,,
Income quintile 2,2020,disq2,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.6,19.8,11.7,,,
Income quintile 2,2020,disq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.5,50,29.6,,,
